images,classes,xmls
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 14_00_40.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.16 08_52_49.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 10_04_18.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 08_37_38.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 08_50_47.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 09_39_19.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 15_36_05.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 08_49_31.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 13_21_34.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 14_22_34.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 10_27_52.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 13_15_20.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 14_44_43.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 15_57_05.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.20 08_59_10.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 09_23_34.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 15_26_45.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 09_00_55.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 14_03_24.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 08_55_24.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 13_29_33.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 09_13_41.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.22 10_12_28.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 08_52_29.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 14_07_30.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 15_14_14.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 08_52_02.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 15_17_53.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 15_14_44.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.22 13_56_15.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 09_37_51.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 14_46_07.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 13_55_34.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 15_19_18.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 14_14_11.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 15_42_21.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 09_04_35.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 14_18_51.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.20 08_57_37.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 08_47_41.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.22 10_09_28.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 10_33_53.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 09_26_07.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 13_32_05.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 10_40_55.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 10_09_25.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 15_46_09.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 13_47_16.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 13_54_44.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 15_25_09.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 13_21_19.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 14_53_32.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 10_01_10.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 13_38_11.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 09_06_54.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.16 09_58_31.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 09_25_31.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 13_32_33.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 14_59_09.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 13_17_37.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 09_23_02.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 15_39_15.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.20 08_52_11.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 09_58_02.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.16 09_05_37.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 13_32_29.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.22 15_15_10.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 10_07_08.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 13_21_46.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 09_48_10.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 14_33_03.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 13_50_43.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 15_23_05.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 15_08_23.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 13_53_58.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 08_41_39.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 15_12_40.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 13_40_45.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 09_30_17.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.22 14_18_18.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 13_35_25.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 14_35_30.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 10_48_05.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 14_51_17.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 09_20_15.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.22 14_24_13.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 13_44_03.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 09_09_02.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 10_38_25.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 16_00_45.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 08_53_23.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 14_41_49.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 13_11_30.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 08_55_35.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 09_00_55.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 10_31_29.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 13_49_04.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 14_15_48.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 08_56_05.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 14_55_23.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 13_44_22.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 14_45_23.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 14_14_06.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 10_41_23.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 08_39_02.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 13_56_30.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 15_58_08.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.20 15_47_45.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 10_43_40.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 14_35_01.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 09_59_42.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 09_08_28.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 15_26_30.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 09_15_02.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 13_57_13.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 15_54_21.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.22 10_16_26.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.20 15_40_38.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 09_59_02.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.13 14_12_21.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 09_29_33.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 13_53_29.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 14_11_42.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.20 14_30_46.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 13_20_46.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 15_34_09.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 15_18_14.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.22 08_39_34.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 09_39_15.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 08_55_36.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 10_10_59.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 13_35_19.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 13_46_15.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 14_01_41.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 15_14_33.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 15_20_07.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 09_58_02.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 09_38_14.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 09_58_50.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 10_21_25.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 13_19_55.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.13 14_41_29.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 15_39_55.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 14_28_07.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.20 14_39_23.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 14_51_01.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 13_21_11.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 09_14_02.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 13_37_36.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.22 09_14_20.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 10_31_29.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 09_08_46.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 10_06_19.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 09_08_24.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 13_27_32.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.20 15_03_50.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 08_48_48.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 09_33_53.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 14_37_51.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 15_50_12.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 14_59_34.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 13_42_23.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 13_37_31.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 13_26_07.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.20 14_39_58.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 13_34_08.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 09_47_10.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 13_45_32.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 14_41_14.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 10_39_54.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.22 14_53_16.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 14_43_22.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.16 09_27_31.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 13_18_32.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 09_43_09.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.20 15_38_45.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 09_23_25.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 10_13_22.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.20 08_55_26.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.13 13_56_08.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 14_18_57.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 15_43_37.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 10_04_28.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 15_28_44.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.16 09_02_57.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 09_10_20.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 15_22_43.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 09_00_49.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.13 14_44_12.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 10_41_12.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 09_52_35.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 08_50_40.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 13_40_00.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 09_38_26.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 10_43_55.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 13_49_10.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 13_31_21.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 10_24_09.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 08_50_39.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 09_27_34.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 09_00_39.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 10_06_48.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.20 14_28_27.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.16 09_17_10.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.22 08_43_05.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.19 10_03_54.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.22 10_38_48.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 14_43_53.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.17 15_10_43.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 14_10_25.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.28 14_36_56.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 15_00_54.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 15_04_56.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.16 10_27_23.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.16 10_32_14.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 13_52_36.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 14_51_24.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 13_42_37.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.23 13_42_54.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 14_13_02.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.27 10_20_19.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.26 14_53_43.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 15_27_45.jpg,正常,0
../data/xuelang_round1_train_part3_20180709/正常/J01_2018.06.25 13_53_00.jpg,正常,0
